name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats
Hyundai Santro Xing GLS,2011,12.01370075,75000,Petrol,Individual,Manual,First Owner,17.92,1086,62.1,5
Hyundai Accent GLE,2007,11.28978191,120000,Petrol,Individual,Manual,Second Owner,13.2,1495,94,5
Mahindra XUV500 W8 2WD,2012,13.19002203,120000,Diesel,Individual,Manual,First Owner,15.1,2179,140,7
Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,13.45883561,70000,Diesel,Individual,Manual,First Owner,12.99,2494,100.57,7
Maruti Swift Dzire VDI,2013,13.21767356,70000,Diesel,Individual,Manual,First Owner,23.4,1248,74,5
Honda Amaze S CVT Petrol BSIV,2019,13.42984808,15000,Petrol,Individual,Automatic,First Owner,19,1199,88.76,5
Hyundai i10 Sportz 1.2,2009,12.20607265,53000,Petrol,Individual,Manual,Second Owner,20.36,1197,78.9,5
Maruti Swift Dzire VDI,2014,13.12236338,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74,5
Maruti Ertiga SHVS ZDI Plus,2016,13.81551056,70000,Diesel,Individual,Manual,First Owner,24.52,1248,88.5,7
Hyundai Getz 1.3 GVS,2008,11.60823564,120000,Petrol,Individual,Manual,Second Owner,14.2,1341,82.9,5
Hyundai i20 1.2 Magna,2012,12.67607627,100000,Petrol,Individual,Manual,Second Owner,18.5,1197,80,5
Maruti Swift LXI Optional-O,2015,12.76568843,100000,Petrol,Individual,Manual,First Owner,20.4,1197,83.11,5
Tata Indica Vista TDI LS,2013,12.04355372,162500,Diesel,Individual,Manual,First Owner,19.4,1405,70,5
Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,13.59236701,39000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
Maruti Ignis 1.3 Alpha,2017,13.12236338,75000,Diesel,Individual,Manual,First Owner,26.8,1248,74,5
Tata Hexa XTA,2017,14.13759406,50000,Diesel,Individual,Automatic,First Owner,17.6,2179,153.86,7
Mahindra Marazzo M6 8Str,2019,14.07787482,40000,Diesel,Individual,Manual,First Owner,17.3,1497,121,8
Hyundai Verna 1.6 CRDI,2013,13.18063229,92500,Diesel,Individual,Manual,First Owner,22.32,1582,126.3,5
Maruti Swift Dzire VDI,2012,12.79385931,158000,Diesel,Individual,Manual,First Owner,23.4,1248,74,5
Maruti Swift Dzire LDi,2012,12.64432758,120000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
Honda City i DTEC V,2015,13.49392693,50000,Diesel,Individual,Manual,Second Owner,26,1498,98.6,5
Maruti Swift Dzire ZDi,2012,12.7367009,110000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
Hyundai Xcent 1.2 CRDi E,2017,13.21767356,2000,Diesel,Individual,Manual,Second Owner,25.4,1186,73.97,5
Toyota Fortuner 3.0 Diesel,2011,13.9552725,181000,Diesel,Individual,Manual,Second Owner,11.5,2982,171,7
Tata Tiago 1.05 Revotorq XZ,2016,12.84792653,70000,Diesel,Individual,Manual,First Owner,27.28,1047,69,5
Nissan Sunny XL AT Special Edition,2013,12.76568843,90000,Petrol,Individual,Automatic,Second Owner,17.97,1498,99.6,5
Hyundai Elite i20 Magna Plus BSIV,2019,13.32121424,2000,Petrol,Individual,Manual,First Owner,18.6,1197,81.86,5
Maruti Swift Dzire VXI,2015,13.17115354,20000,Petrol,Individual,Manual,First Owner,20.85,1197,83.14,5
Toyota Innova 2.5 GX 7 STR,2011,13.08154138,120000,Diesel,Individual,Manual,First Owner,12.8,2494,102,7
Mahindra Thar CRDe,2017,13.5670492,35000,Diesel,Individual,Manual,First Owner,16.55,2498,105,6
Maruti Swift Dzire ZDi,2012,12.67607627,193000,Diesel,Individual,Manual,First Owner,19.3,1248,73.9,5
Maruti Swift 1.2 DLX (Only Delhi),2014,12.8346813,80000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
Datsun GO D Petrol,2019,12.61153775,40000,Petrol,Individual,Manual,First Owner,19.02,1198,67.05,5
Hyundai i20 Asta 1.4 CRDi,2015,13.12236338,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54,1396,88.73,5
Mahindra Scorpio LX,2011,12.90917016,122358,Diesel,Individual,Manual,First Owner,12.05,2179,120,9
Tata Sumo Gold EX BSIII,2015,13.12236338,75000,Diesel,Individual,Manual,First Owner,14.07,2956,69.01,7
Tata Tiago Wizz 1.05 Revotorq,2017,12.76568843,120000,Diesel,Individual,Manual,First Owner,27.28,1047,69,5
Tata Zest Revotron 1.2 XT,2015,12.84792653,40000,Petrol,Individual,Manual,First Owner,17.57,1193,88.7,5
Hyundai Accent GLE,2008,11.65267871,95200,Petrol,Individual,Manual,Third Owner,13.2,1495,94,5
Honda Brio Exclusive Edition,2014,12.72188581,33033,Petrol,Dealer,Manual,First Owner,19.4,1198,86.8,5
Hyundai Grand i10 AT Asta,2015,13.04979268,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197,82,5
Tata Manza Club Class Quadrajet90 LX,2012,12.5776362,60000,Diesel,Individual,Manual,First Owner,21.02,1248,88.76,5
Maruti Alto LX,2005,11.60823564,45000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Tata New Safari DICOR 2.2 EX 4x2,2011,13.01700286,80000,Diesel,Individual,Manual,Third Owner,11.57,2179,138.1,7
Mahindra Bolero SLE,2009,12.89921983,170000,Diesel,Individual,Manual,Second Owner,13.6,2523,63,7
Mahindra Bolero DI DX 7 Seater,2007,12.25486281,207890,Diesel,Individual,Manual,Second Owner,13.6,2523,63,7
Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,15.34156686,7976,Diesel,Individual,Automatic,First Owner,17.9,2143,170,5
Maruti Omni E MPI STD BS IV,2016,12.30138283,35000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,8
Hyundai Grand i10 Sportz,2017,13.01700286,35000,Petrol,Individual,Manual,First Owner,18.9,1197,82,5
Hyundai i10 Sportz AT,2013,12.5776362,50000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,5
Maruti Swift VXI Deca,2016,13.16158409,20000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
Hyundai i10 Sportz AT,2011,12.4874851,20000,Petrol,Individual,Automatic,First Owner,16.95,1197,78.9,5
Maruti Swift VXI,2012,12.70684793,50000,Petrol,Individual,Manual,Second Owner,18.6,1197,85.8,5
Mahindra Bolero 2011-2019 ZLX,2014,13.14216404,120000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
Hyundai Verna 1.6 SX VTVT (O),2014,13.12236338,70000,Petrol,Individual,Manual,First Owner,17.1,1591,121.3,5
Hyundai i20 Active 1.2,2015,13.17115354,50000,Petrol,Individual,Manual,First Owner,17.19,1197,81.86,5
Maruti Baleno Zeta,2019,13.42246797,16500,Petrol,Individual,Manual,First Owner,21.01,1197,81.8,5
Hyundai i20 1.2 Asta,2010,12.61153775,70000,Petrol,Individual,Manual,First Owner,17,1197,80,5
Maruti Alto LXI,2005,11.40756495,99361,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Maruti Swift Dzire VDI,2017,13.38472764,25000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
Maruti Swift Dzire VXI,2014,12.92147044,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5
Hyundai Grand i10 CRDi Sportz,2015,12.88664104,80000,Diesel,Individual,Manual,Second Owner,24,1120,70,5
Maruti Swift Dzire VXI,2014,12.89921983,70000,Petrol,Individual,Manual,Second Owner,19.1,1197,85.8,5
Chevrolet Beat LS,2012,11.69524702,60000,Petrol,Individual,Manual,Third Owner,18.6,1199,79.4,5
Tata Tigor 1.2 Revotron XZA,2018,13.3770056,10000,Petrol,Individual,Automatic,First Owner,20.3,1199,84,5
Maruti 800 Std,2006,11.30220443,80000,Petrol,Individual,Manual,First Owner,16.1,796,37,4
Honda City i-DTEC VX,2017,14.07787482,30000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5
Honda City i-DTEC VX,2017,14.03865411,33000,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,5
Maruti Ertiga VXI,2013,13.19002203,90000,Petrol,Individual,Manual,Third Owner,16.02,1373,93.7,7
Nissan Terrano XV Premium 110 PS,2014,13.22672339,80100,Diesel,Individual,Manual,Second Owner,19.01,1461,108.5,5
Honda City i VTEC VX,2014,13.49392693,120000,Petrol,Individual,Manual,First Owner,17.4,1497,117.3,5
Renault KWID RXL,2016,12.34583024,40000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,13.59236701,160000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,8
Maruti Wagon R VXI BS IV,2017,12.92391,47000,Petrol,Individual,Manual,First Owner,20.51,998,67.04,5
Hyundai Creta 1.4 CRDi S Plus,2018,14.00613092,25000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5
Tata Tiago 1.2 Revotron XZ,2017,12.89921983,26000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5
Hyundai Grand i10 1.2 CRDi Sportz,2018,13.16158409,29000,Diesel,Individual,Manual,First Owner,24,1186,73.97,5
Maruti Baleno Zeta Automatic,2016,13.38472764,50000,Petrol,Individual,Automatic,First Owner,21.4,1197,83.1,5
Maruti Swift ZXI ABS,2011,12.69158046,58000,Petrol,Individual,Manual,Third Owner,16.1,1298,88.2,5
Maruti Swift Dzire VXi AT,2012,12.94800999,120000,Petrol,Individual,Automatic,First Owner,17.4,1197,85.8,5
Maruti Swift LXI Option,2014,12.89921983,50000,Petrol,Individual,Manual,First Owner,20.4,1197,81.8,5
Hyundai i20 1.2 Asta,2010,12.4490149,80000,Petrol,Individual,Manual,Fourth & Above Owner,17,1197,80,5
Maruti Zen LXI,2003,11.08214255,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60,5
Maruti Celerio LXI,2017,12.7685415,36000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
Toyota Innova 2.5 V Diesel 8-seater,2007,12.90917016,120000,Diesel,Individual,Manual,Third Owner,12.8,2494,102,8
Maruti Ritz LDi,2011,12.1281111,185000,Diesel,Individual,Manual,Third Owner,21.1,1248,73.9,5
Nissan Micra Diesel XV,2011,12.4292162,50000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5
Maruti Zen LXI,2002,11.00209984,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3,993,60,5
Hyundai Verna 1.6 SX VTVT (O),2013,13.12236338,50000,Petrol,Individual,Manual,Second Owner,17.1,1591,121.3,5
Maruti Zen Estilo LXI BSIII,2007,11.35040654,80000,Petrol,Individual,Manual,Second Owner,18.2,998,67.1,5
Maruti Alto LX,2005,11.35040654,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796,46.3,5
Maruti Swift Dzire ZDi,2011,12.4874851,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3,1248,73.9,5
Maruti A-Star Vxi,2010,11.77528973,162000,Petrol,Individual,Manual,Second Owner,19,998,66.1,5
Maruti Ertiga VDI,2013,13.08154138,110000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.76,7
Maruti Swift Ldi BSIII,2008,12.04355372,120000,Diesel,Individual,Manual,Third Owner,17.8,1248,75,5
Nissan Micra Diesel XV,2011,12.52452638,45000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5
Maruti Wagon R LXI,2005,11.39639165,90000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,5
Ford Figo Diesel Titanium,2010,12.04355372,90000,Diesel,Individual,Manual,Second Owner,20,1399,68,5
Mahindra XUV300 W8 Option BSIV,2019,13.90168825,16500,Petrol,Dealer,Manual,First Owner,17,1197,110,5
Hyundai Creta 1.6 CRDi AT SX Plus,2017,13.91082074,67000,Diesel,Individual,Automatic,First Owner,17.01,1582,126.2,5
Maruti Swift VXI BSIV,2018,13.32121424,52000,Petrol,Dealer,Manual,First Owner,22,1197,81.8,5
Datsun GO T Option BSIV,2016,12.72188581,40000,Petrol,Dealer,Manual,First Owner,20.63,1198,67,5
Hyundai Grand i10 Asta,2015,12.98309901,40000,Petrol,Dealer,Manual,First Owner,18.9,1197,82,5
Toyota Fortuner 2.8 2WD MT BSIV,2018,14.91412285,35000,Diesel,Individual,Manual,First Owner,14.24,2755,174.5,7
Renault KWID RXL,2018,12.87390202,13000,Petrol,Dealer,Manual,First Owner,20.71,799,53.26,5
Honda Brio 1.2 VX MT,2012,12.69158046,40000,Petrol,Dealer,Manual,First Owner,18.5,1198,86.8,5
Volkswagen Ameo 1.2 MPI Comfortline Plus,2019,13.36922346,10000,Petrol,Dealer,Manual,First Owner,17,1198,73.75,5
Nissan Sunny XV Special Edition,2012,13.01700286,9000,Petrol,Dealer,Manual,First Owner,16.95,1498,97.7,5
Toyota Etios Liva GD SP,2013,12.89921983,70000,Diesel,Dealer,Manual,Second Owner,23.59,1364,67.06,5
Hyundai i10 Sportz,2009,12.27839331,60000,Petrol,Dealer,Manual,First Owner,20.36,1197,78.9,5
Renault Duster 85PS Diesel RxL,2014,13.25339164,40000,Diesel,Dealer,Manual,First Owner,20.45,1461,83.8,5
Mahindra XUV500 W8 2WD,2012,13.42984808,93000,Diesel,Dealer,Manual,First Owner,15.1,2179,140,7
Toyota Innova 2.5 V Diesel 7-seater,2008,12.69158046,80000,Diesel,Individual,Manual,Fourth & Above Owner,12.8,2494,102,7
Tata Indigo CS eGLX BS IV,2011,11.91839057,50000,Petrol,Individual,Manual,Second Owner,15.64,1193,64.08,5
Hyundai Elantra SX AT,2013,13.44444688,68000,Petrol,Dealer,Automatic,First Owner,14.5,1797,147.5,5
Mercedes-Benz New C-Class 220 CDI AT,2013,14.25376549,25000,Diesel,Individual,Automatic,First Owner,14.84,2143,170,5
Tata Nano STD,2012,11.06663836,18000,Petrol,Dealer,Manual,First Owner,25.4,624,37.5,4
Nissan Micra Diesel XL,2013,12.4292162,120000,Diesel,Individual,Manual,First Owner,23.08,1461,63.1,5
Maruti Wagon R LXI,2005,11.08214255,35000,Petrol,Individual,Manual,First Owner,18.9,998,67.1,5
Maruti Swift Dzire VDI,2016,13.21767356,60000,Diesel,Individual,Manual,Second Owner,26.59,1248,74,5
Hyundai i10 Magna,2010,11.8493977,70000,Petrol,Individual,Manual,Fourth & Above Owner,20.36,1197,78.9,5
Renault KWID RXT,2016,12.61153775,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,5
Volkswagen GTI 1.8 TSI,2016,13.59236701,70000,Petrol,Individual,Automatic,First Owner,16.34,1798,189.3,5
Tata Safari Storme EX,2015,13.12834545,110000,Diesel,Individual,Manual,First Owner,14.1,2179,147.94,7
Volvo XC40 D4 Inscription BSIV,2019,15.15051162,20000,Diesel,Individual,Automatic,First Owner,18,1969,190,5
Toyota Camry 2.5 Hybrid,2016,14.50865774,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494,157.7,5
Maruti Wagon R LXI,2013,12.32385568,58343,Petrol,Trustmark Dealer,Manual,First Owner,21.79,998,67.05,5
Maruti Baleno Alpha 1.3,2018,13.51440547,38817,Diesel,Dealer,Manual,First Owner,27.39,1248,74,5
Honda Jazz VX,2016,13.21767356,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199,88.7,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,13.52782849,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494,100.6,7
Maruti Swift AMT VVT VXI,2019,13.38472764,5621,Petrol,Trustmark Dealer,Automatic,First Owner,22,1197,81.8,5
Toyota Etios VX,2017,13.34550693,25538,Petrol,Trustmark Dealer,Manual,First Owner,16.78,1496,88.73,5
Maruti Swift AMT ZXI,2018,13.30468493,69779,Petrol,Dealer,Automatic,First Owner,22,1197,81.8,5
Hyundai Grand i10 1.2 CRDi Sportz,2017,13.01700286,56290,Diesel,Dealer,Manual,First Owner,24,1186,73.97,5
BMW X4 M Sport X xDrive20d,2019,15.50190951,7500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5
BMW X4 M Sport X xDrive20d,2019,15.52025865,8500,Diesel,Dealer,Automatic,First Owner,16.78,1995,190,5
Honda Amaze V CVT Petrol BSIV,2019,13.56576632,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19,1199,88.76,5
Volvo V40 D3 R-Design,2018,14.72175095,2000,Diesel,Dealer,Automatic,First Owner,16.8,1984,150,5
Hyundai i10 Magna,2010,11.91839057,106000,Petrol,Individual,Manual,Third Owner,20.36,1197,78.9,5
Honda CR-V 2.4L 4WD AT,2009,13.12236338,120000,Petrol,Individual,Automatic,Second Owner,11.1,2354,158.8,5
Maruti Swift Dzire VDI,2015,13.08154138,90000,Diesel,Individual,Manual,First Owner,26.59,1248,74,5
Hyundai Verna 1.6 SX CRDi (O),2014,13.19002203,70000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,5
Toyota Innova 2.5 G1 Diesel 8-seater,2005,12.4292162,240000,Diesel,Individual,Manual,Third Owner,12.8,2494,102,8
Maruti SX4 Celebration Diesel,2012,12.61153775,100000,Diesel,Individual,Manual,Second Owner,21.5,1248,88.8,5
Hyundai Verna XXi ABS (Petrol),2009,12.7367009,214000,Petrol,Individual,Manual,Second Owner,13.9,1599,103.2,5
Hyundai Verna CRDi SX,2009,12.7367009,214000,Diesel,Individual,Manual,Second Owner,16.8,1493,110,5
Maruti Alto 800 VXI,2016,12.3883942,50000,Petrol,Individual,Manual,First Owner,22.74,796,47.3,5
Honda City i-VTEC CVT V,2018,13.89709054,1000,Petrol,Individual,Automatic,First Owner,18,1497,117.6,5
Maruti Swift Dzire AMT VDI,2017,13.52782849,19000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,5
Tata Indigo LS,2012,11.46163217,265000,Diesel,Individual,Manual,Second Owner,17,1405,70,5
Maruti Eeco CNG 5 Seater AC,2020,12.92391,35000,CNG,Individual,Manual,First Owner,20.88,1196,61.7,5
Maruti Alto K10 VXI,2014,12.27839331,80000,Petrol,Individual,Manual,Second Owner,23.95,998,67.05,5
Mahindra XUV500 AT W10 AWD,2016,14.07015278,50000,Diesel,Individual,Automatic,First Owner,16,2179,140,7
Maruti Alto K10 LXI,2010,11.91839057,80000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,5
Hyundai EON Sportz,2013,12.29682701,50000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,5
Tata Tiago 1.2 Revotron XE,2018,12.69158046,100000,Petrol,Individual,Manual,First Owner,23.84,1199,84,5
Maruti Eeco Smiles 5 Seater AC,2013,12.46843691,120000,Petrol,Individual,Manual,Second Owner,15.1,1196,73,5
Honda Amaze S CVT Diesel BSIV,2019,13.45883561,40000,Diesel,Individual,Automatic,First Owner,23.8,1498,78.9,5
Hyundai Creta 1.4 CRDi Base,2017,13.76421726,45000,Diesel,Individual,Manual,First Owner,21.38,1396,88.7,5
Maruti Alto LXi BSIII,2010,11.98292909,80000,Petrol,Individual,Manual,Second Owner,19.7,796,46.3,5
Hyundai Xcent 1.1 CRDi S Option,2015,12.92391,135000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.01,5
Toyota Innova 2.5 G (Diesel) 7 Seater,2015,13.64115717,120000,Diesel,Individual,Manual,Second Owner,12.99,2494,100.6,7
Toyota Etios Liva Diesel,2013,13.01700286,67000,Diesel,Individual,Manual,First Owner,23.59,1364,67.1,5
Maruti Swift Dzire ZDI Plus,2017,13.71015004,50000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,5
Toyota Innova 2.5 V Diesel 7-seater,2008,13.25339164,134000,Diesel,Individual,Manual,Second Owner,12.8,2494,102,7
Nissan Micra Diesel XV,2011,12.4490149,110000,Diesel,Individual,Manual,Second Owner,23.08,1461,63.1,5
Maruti 800 AC BSIII,2009,11.77528973,40000,Petrol,Individual,Manual,First Owner,16.1,796,37,4
Maruti Swift Dzire VDI,2013,13.18063229,120000,Diesel,Individual,Manual,Second Owner,23.4,1248,74,5
Volkswagen Polo 1.5 TDI Highline,2015,13.16158409,110000,Diesel,Individual,Manual,Second Owner,20.14,1498,88.8,5
Mahindra Verito 1.5 D2 BSIII,2011,12.34583024,170000,Diesel,Individual,Manual,Second Owner,21,1461,64.1,5
Maruti 800 AC BSIII,2004,11.30220443,80000,Petrol,Individual,Manual,Second Owner,16.1,796,37,4
Maruti Swift VDI Optional,2016,13.30468493,47000,Diesel,Individual,Manual,First Owner,25.2,1248,74,5
Hyundai Xcent 1.2 Kappa S Option,2015,12.92391,93000,Petrol,Individual,Manual,First Owner,19.1,1197,81.86,5
Maruti 800 Std,2010,11.69524702,70000,Petrol,Individual,Manual,Second Owner,16.1,796,37,4
Maruti Celerio VXI,2014,12.67607627,50000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
Ford Figo Diesel EXI,2015,12.58450908,70000,Diesel,Individual,Manual,First Owner,20,1399,68.05,5
Tata Safari DICOR 2.2 LX 4x2,2012,12.87390202,80000,Diesel,Individual,Manual,First Owner,13.93,2179,138.03,7
Ford Figo 1.2P Titanium Plus MT,2016,13.21767356,44000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,5
Maruti Celerio ZXI,2014,12.86099861,25000,Petrol,Individual,Manual,First Owner,23.1,998,67.04,5
Hyundai Creta 1.6 VTVT S,2016,13.59236701,25000,Petrol,Individual,Manual,First Owner,15.29,1591,121.3,5
Maruti Swift Dzire VXI 1.2,2019,13.42246797,10000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,5
Tata Hexa XT,2018,14.23750497,50000,Diesel,Individual,Manual,First Owner,17.6,2179,153.86,7
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2018,13.76421726,30000,Diesel,Individual,Manual,First Owner,23,1498,98.96,5
Hyundai i20 Active 1.4 SX with AVN,2015,13.32121424,50000,Diesel,Individual,Manual,Second Owner,21.19,1396,88.73,5
Hyundai i20 Asta 1.4 CRDi,2012,13.17115354,120000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,5
Mahindra Bolero 2011-2019 SLE,2015,12.8346813,80000,Diesel,Individual,Manual,First Owner,15.96,2523,62.1,7
Nissan Terrano XL Plus 85 PS,2015,13.27078338,90000,Diesel,Individual,Manual,First Owner,20.45,1461,83.8,5
Maruti Swift VXI Windsong Limited edition,2015,12.98309901,50000,Petrol,Individual,Manual,Second Owner,20.4,1197,83.11,5
Datsun RediGO 1.0 S,2020,12.76568843,2136,Petrol,Individual,Manual,First Owner,22.5,999,67,5
Toyota Innova 2.5 G (Diesel) 7 Seater,2012,13.50079981,250000,Diesel,Individual,Manual,First Owner,12.99,2494,100,7
Hyundai i20 Magna 1.2,2015,13.30468493,35000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015,13.86430072,120000,Diesel,Individual,Manual,First Owner,12.99,2494,100.6,7
Maruti Baleno Alpha 1.3,2017,13.50762578,70000,Diesel,Individual,Manual,First Owner,27.39,1248,74,5
Renault Duster 110PS Diesel RxZ,2018,13.86430072,18000,Diesel,Dealer,Manual,First Owner,19.6,1461,108.45,5
Chevrolet Enjoy 1.3 TCDi LS 7,2016,12.94800999,110000,Diesel,Individual,Manual,Second Owner,18.2,1248,73.74,7
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,13.59236701,60000,Diesel,Individual,Manual,First Owner,23.65,1248,88.5,5
Toyota Fortuner 4x2 AT,2015,14.50865774,60000,Diesel,Individual,Automatic,First Owner,12.55,2982,168.5,7
Maruti Swift Dzire VDI,2016,13.30468493,147000,Diesel,Individual,Manual,Second Owner,26.59,1248,74,5
Toyota Fortuner 4x2 AT,2015,14.45736444,130000,Diesel,Individual,Automatic,First Owner,12.55,2982,168.5,7
Chevrolet Captiva LT,2011,13.12236338,99500,Diesel,Individual,Manual,Third Owner,11.5,1991,147.9,7
Tata Indica Vista Aqua 1.4 TDI,2011,12.20607265,110000,Diesel,Individual,Manual,Second Owner,17,1405,71,5
